Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,HT_Code,AT_Code,Outcome,GoalDifference,HomeShotEfficiency,AwayShotEfficiency,HomePossessionProxy,AwayPossessionProxy,total_goals
SP1,2011-04-23,Ath Bilbao,Sociedad,2,1,H,2,1,H,9,10,6,3,19,13,5,5,6,2,0,0,2,31,1,1,0.22,0.1,-5,2,3
SP1,2011-04-23,Barcelona,Osasuna,2,0,H,1,0,H,11,14,2,5,11,17,6,5,2,2,0,0,4,26,1,2,0.18,0.0,6,2,2
SP1,2011-04-23,Valencia,Real Madrid,3,6,A,0,4,A,21,14,8,8,7,19,11,7,1,0,0,0,34,27,-1,-3,0.14,0.43,25,2,9
SP1,2011-04-24,Ath Madrid,Levante,4,1,H,1,1,D,16,12,6,3,14,18,5,4,3,4,0,0,3,21,1,3,0.25,0.08,7,-2,5
SP1,2011-04-24,Hercules,La Coruna,1,0,H,0,0,D,14,9,3,2,8,13,8,5,2,4,0,0,16,18,1,1,0.07,0.0,14,1,1
SP1,2011-04-24,Mallorca,Getafe,2,0,H,1,0,H,13,11,7,3,15,8,7,5,2,3,0,0,23,12,1,2,0.15,0.0,5,8,2
SP1,2011-04-24,Santander,Malaga,1,2,A,0,2,A,21,11,5,4,8,10,11,5,4,3,0,0,29,22,-1,-1,0.05,0.18,24,6,3
SP1,2011-04-24,Sevilla,Villarreal,3,2,H,2,0,H,9,19,3,7,11,18,0,9,3,3,0,1,30,37,1,1,0.33,0.11,-2,10,5
SP1,2011-04-24,Sp Gijon,Espanol,1,0,H,0,0,D,14,10,4,4,16,13,2,3,0,6,0,0,32,11,1,1,0.07,0.0,0,0,1
SP1,2011-04-25,Zaragoza,Almeria,1,0,H,0,0,D,22,7,11,3,15,19,8,10,2,4,1,0,39,1,1,1,0.05,0.0,15,-2,1
SP1,2011-04-30,La Coruna,Ath Madrid,0,1,A,0,0,D,10,17,3,5,16,8,9,6,1,4,1,0,18,3,-1,-1,0.0,0.06,3,15,1
SP1,2011-04-30,Real Madrid,Zaragoza,2,3,A,0,1,A,18,10,7,4,12,21,7,5,1,4,1,0,27,39,-1,-1,0.11,0.3,13,-6,5
SP1,2011-04-30,Sociedad,Barcelona,2,1,H,0,1,A,8,13,3,7,19,12,4,5,2,1,0,0,31,4,1,1,0.25,0.08,-7,6,3
SP1,2011-01-05,Almeria,Sevilla,0,1,A,0,0,D,6,19,1,10,13,13,3,5,1,3,1,0,1,30,-1,-1,0.0,0.05,-4,11,1
SP1,2011-01-05,Levante,Sp Gijon,0,0,D,0,0,D,8,4,2,1,10,16,6,1,2,2,0,0,21,32,0,0,0.0,0.0,4,-11,0
SP1,2011-01-05,Malaga,Hercules,3,1,H,1,1,D,12,11,3,4,15,14,4,6,2,3,0,1,22,16,1,2,0.25,0.09,1,3,4
SP1,2011-01-05,Osasuna,Valencia,1,0,H,0,0,D,19,5,6,1,12,16,8,1,4,7,0,0,26,34,1,1,0.05,0.0,15,-10,1
SP1,2011-01-05,Santander,Mallorca,2,0,H,2,0,H,8,13,3,8,18,12,3,6,4,1,0,0,29,23,1,2,0.25,0.0,-7,7,2
SP1,2011-01-05,Villarreal,Getafe,2,1,H,0,1,A,19,15,6,6,15,16,8,5,4,4,0,0,37,12,1,1,0.11,0.07,12,4,3
SP1,2011-02-05,Espanol,Ath Bilbao,2,1,H,1,1,D,9,7,6,4,16,18,11,6,2,2,0,0,11,2,1,1,0.22,0.14,4,-5,3
SP1,2011-07-05,Ath Bilbao,Levante,3,2,H,1,0,H,13,13,4,4,14,11,4,6,3,4,0,0,2,21,1,1,0.23,0.15,3,8,5
SP1,2011-07-05,Ath Madrid,Malaga,0,3,A,0,2,A,14,11,6,5,15,14,7,1,2,3,0,0,3,22,-1,-3,0.0,0.27,6,-2,3
SP1,2011-07-05,Getafe,Almeria,2,0,H,1,0,H,15,10,8,1,10,20,7,3,5,4,0,0,12,1,1,2,0.13,0.0,12,-7,2
SP1,2011-07-05,Hercules,Santander,2,3,A,2,3,A,21,12,9,7,14,20,13,2,1,1,1,0,16,29,-1,-1,0.1,0.25,20,-6,5
SP1,2011-07-05,Sevilla,Real Madrid,2,6,A,0,3,A,16,19,5,10,13,15,10,10,2,2,0,0,30,27,-1,-4,0.12,0.32,13,14,8
SP1,2011-07-05,Sp Gijon,La Coruna,2,2,D,1,2,A,17,8,7,5,15,9,4,4,4,4,0,0,32,18,0,0,0.12,0.25,6,3,4
SP1,2011-07-05,Valencia,Sociedad,3,0,H,3,0,H,9,11,4,1,10,8,8,7,1,1,0,0,34,31,1,3,0.33,0.0,7,10,3
SP1,2011-08-05,Barcelona,Espanol,2,0,H,1,0,H,14,6,6,2,13,14,8,3,1,3,0,0,4,11,1,2,0.14,0.0,9,-5,2
SP1,2011-08-05,Mallorca,Villarreal,0,0,D,0,0,D,11,6,5,2,16,6,6,7,1,1,0,0,23,37,0,0,0.0,0.0,1,7,0
SP1,2011-08-05,Zaragoza,Osasuna,1,3,A,1,0,H,21,11,7,3,11,15,5,3,1,1,0,0,39,26,-1,-2,0.05,0.27,15,-1,4
SP1,2011-10-05,La Coruna,Ath Bilbao,2,1,H,1,1,D,10,12,3,2,7,12,5,4,3,2,0,0,18,2,1,1,0.2,0.08,8,4,3
SP1,2011-10-05,Malaga,Sp Gijon,2,0,H,1,0,H,6,13,3,4,10,14,6,7,2,1,0,0,22,32,1,2,0.33,0.0,2,6,2
SP1,2011-10-05,Real Madrid,Getafe,4,0,H,1,0,H,21,8,7,1,16,18,7,4,2,3,0,0,27,12,1,4,0.19,0.0,12,-6,4
SP1,2011-10-05,Santander,Ath Madrid,2,1,H,1,1,D,14,6,6,1,24,19,4,7,2,2,0,0,29,3,1,1,0.14,0.17,-6,-6,3
SP1,2011-11-05,Almeria,Villarreal,0,0,D,0,0,D,15,12,3,4,11,5,10,9,3,1,0,0,1,37,0,0,0.0,0.0,14,16,0
SP1,2011-11-05,Espanol,Valencia,2,2,D,1,2,A,20,10,7,5,7,18,7,4,2,3,0,0,11,34,0,0,0.1,0.2,20,-4,4
SP1,2011-11-05,Hercules,Mallorca,2,2,D,2,0,H,15,9,2,3,10,15,4,2,2,2,0,0,16,23,0,0,0.13,0.22,9,-4,4
SP1,2011-11-05,Levante,Barcelona,1,1,D,1,1,D,9,10,2,2,10,4,2,3,1,1,0,0,21,4,0,0,0.11,0.1,1,9,2
SP1,2011-11-05,Osasuna,Sevilla,3,2,H,0,2,A,19,9,7,3,11,13,7,2,3,3,0,1,26,30,1,1,0.16,0.22,15,-2,5
SP1,2011-11-05,Sociedad,Zaragoza,2,1,H,1,0,H,14,11,4,4,22,21,7,1,4,2,0,0,31,39,1,1,0.14,0.09,-1,-9,3
SP1,2011-05-15,Almeria,Mallorca,3,1,H,3,1,H,13,13,4,5,11,7,3,7,1,1,0,0,1,23,1,2,0.23,0.08,5,13,4
SP1,2011-05-15,Ath Bilbao,Malaga,1,1,D,0,1,A,18,8,7,3,13,14,5,7,2,2,0,1,2,22,0,0,0.06,0.12,10,1,2
SP1,2011-05-15,Ath Madrid,Hercules,2,1,H,1,0,H,19,8,6,2,12,8,7,10,1,3,0,0,3,16,1,1,0.11,0.12,14,10,3
SP1,2011-05-15,Barcelona,La Coruna,0,0,D,0,0,D,8,8,2,4,11,13,5,0,0,2,0,0,4,18,0,0,0.0,0.0,2,-5,0
SP1,2011-05-15,Getafe,Osasuna,2,0,H,0,0,D,19,12,4,5,8,14,11,8,0,0,0,0,12,26,1,2,0.11,0.0,22,6,2
SP1,2011-05-15,Sevilla,Sociedad,3,1,H,0,0,D,16,4,8,1,12,18,7,3,3,3,0,0,30,31,1,2,0.19,0.25,11,-11,4
SP1,2011-05-15,Sp Gijon,Santander,2,1,H,1,1,D,33,3,16,2,11,4,16,1,0,0,0,0,32,29,1,1,0.06,0.33,38,0,3
SP1,2011-05-15,Valencia,Levante,0,0,D,0,0,D,17,5,5,1,19,5,5,2,2,2,0,1,34,21,0,0,0.0,0.0,3,2,0
SP1,2011-05-15,Villarreal,Real Madrid,1,3,A,0,2,A,10,7,2,5,13,17,4,4,5,1,0,0,37,27,-1,-2,0.1,0.43,1,-6,4
SP1,2011-05-15,Zaragoza,Espanol,1,0,H,0,0,D,21,7,7,5,11,16,5,6,2,0,0,0,39,11,1,1,0.05,0.0,15,-3,1
SP1,2011-05-21,Espanol,Sevilla,2,3,A,0,2,A,15,5,7,3,7,14,7,1,0,1,0,0,11,30,-1,-1,0.13,0.6,15,-8,5
SP1,2011-05-21,Hercules,Sp Gijon,0,0,D,0,0,D,17,9,4,2,10,9,10,4,1,0,0,0,16,32,0,0,0.0,0.0,17,4,0
SP1,2011-05-21,La Coruna,Valencia,0,2,A,0,1,A,28,12,6,6,6,22,11,3,1,1,0,0,18,34,-1,-2,0.0,0.17,33,-7,2
SP1,2011-05-21,Levante,Zaragoza,1,2,A,0,1,A,3,20,2,10,19,18,1,11,5,4,0,0,21,39,-1,-1,0.33,0.1,-15,13,3
SP1,2011-05-21,Malaga,Barcelona,1,3,A,1,1,D,13,18,4,8,10,8,6,8,3,2,0,0,22,4,-1,-2,0.08,0.17,9,18,4
SP1,2011-05-21,Mallorca,Ath Madrid,3,4,A,0,2,A,25,12,14,6,17,8,10,4,1,3,0,0,23,3,-1,-1,0.12,0.33,18,8,7
SP1,2011-05-21,Osasuna,Villarreal,1,0,H,1,0,H,14,4,6,3,20,10,11,3,1,2,0,0,26,37,1,1,0.07,0.0,5,-3,1
SP1,2011-05-21,Real Madrid,Almeria,8,1,H,2,1,H,27,6,13,1,11,10,15,6,1,1,0,0,27,1,1,7,0.3,0.17,31,2,9
SP1,2011-05-21,Santander,Ath Bilbao,1,2,A,0,2,A,18,9,6,7,14,12,9,2,2,0,1,0,29,2,-1,-1,0.06,0.22,13,-1,3
SP1,2011-05-21,Sociedad,Getafe,1,1,D,0,1,A,12,8,7,1,8,12,4,3,0,1,0,0,31,12,0,0,0.08,0.12,8,-1,2
SP1,2011-08-27,Granada,Betis,0,1,A,0,0,D,11,18,2,3,12,16,8,5,2,2,0,0,15,5,-1,-1,0.0,0.06,7,7,1
SP1,2011-08-27,Sp Gijon,Sociedad,1,2,A,0,1,A,17,6,4,2,14,11,9,2,2,1,1,1,32,31,-1,-1,0.06,0.33,12,-3,3
SP1,2011-08-27,Valencia,Santander,4,3,H,1,2,A,26,4,11,3,14,11,10,3,3,3,0,0,34,29,1,1,0.15,0.75,22,-4,7
SP1,2011-08-28,Ath Bilbao,Vallecano,1,1,D,0,0,D,10,13,4,6,17,19,9,4,1,3,0,0,2,36,0,0,0.1,0.08,2,-2,2
SP1,2011-08-28,Ath Madrid,Osasuna,0,0,D,0,0,D,28,16,8,2,9,8,12,5,1,0,0,0,3,26,0,0,0.0,0.0,31,13,0
SP1,2011-08-28,Getafe,Levante,1,1,D,0,0,D,8,9,2,1,15,6,1,4,5,3,0,0,12,21,0,0,0.12,0.11,-6,7,2
SP1,2011-08-28,Mallorca,Espanol,1,0,H,0,0,D,11,9,4,3,21,15,5,4,2,3,0,0,23,11,1,1,0.09,0.0,-5,-2,1
SP1,2011-08-28,Sevilla,Malaga,2,1,H,2,0,H,15,6,9,1,15,7,2,8,3,1,0,0,30,22,1,1,0.13,0.17,2,7,3
SP1,2011-08-28,Zaragoza,Real Madrid,0,6,A,0,2,A,8,39,1,16,16,16,7,9,2,1,0,0,39,27,-1,-6,0.0,0.15,-1,32,6
SP1,2011-08-29,Barcelona,Villarreal,5,0,H,2,0,H,18,5,9,1,15,14,12,0,3,3,0,0,4,37,1,5,0.28,0.0,15,-9,5
SP1,2011-10-09,Real Madrid,Getafe,4,2,H,1,1,D,26,10,10,6,9,13,4,6,3,3,0,0,27,12,1,2,0.15,0.2,21,3,6
SP1,2011-10-09,Sociedad,Barcelona,2,2,D,0,2,A,10,13,4,6,10,17,5,4,2,1,0,0,31,4,0,0,0.2,0.15,5,0,4
SP1,2011-10-09,Valencia,Ath Madrid,1,0,H,0,0,D,12,12,6,2,15,18,3,7,1,2,0,0,34,3,1,1,0.08,0.0,0,1,1
SP1,2011-10-09,Villarreal,Sevilla,2,2,D,1,1,D,11,10,5,5,15,14,2,1,2,4,1,0,37,30,0,0,0.18,0.2,-2,-3,4
SP1,2011-11-09,Betis,Mallorca,1,0,H,0,0,D,24,9,7,2,9,17,7,5,2,4,0,0,5,23,1,1,0.04,0.0,22,-3,1
SP1,2011-11-09,Espanol,Ath Bilbao,2,1,H,1,0,H,10,17,6,7,17,21,2,3,2,1,0,0,11,2,1,1,0.2,0.06,-5,-1,3
SP1,2011-11-09,Osasuna,Sp Gijon,2,1,H,2,0,H,21,10,7,2,22,16,6,8,2,3,0,0,26,32,1,1,0.1,0.1,5,2,3
SP1,2011-11-09,Santander,Levante,0,0,D,0,0,D,8,11,1,2,14,20,3,4,2,2,1,0,29,21,0,0,0.0,0.0,-3,-5,0
SP1,2011-11-09,Vallecano,Zaragoza,0,0,D,0,0,D,20,7,5,1,19,14,3,1,4,4,0,0,36,39,0,0,0.0,0.0,4,-6,0
SP1,2011-12-09,Malaga,Granada,4,0,H,2,0,H,20,12,9,4,12,11,4,3,1,2,0,0,22,15,1,4,0.2,0.0,12,4,4
SP1,2011-09-17,Barcelona,Osasuna,8,0,H,5,0,H,18,7,14,1,8,15,8,3,1,5,0,0,4,26,1,8,0.44,0.0,18,-5,8
SP1,2011-09-17,Granada,Villarreal,1,0,H,0,0,D,8,14,2,4,17,11,0,7,7,2,0,0,15,37,1,1,0.12,0.0,-9,10,1
SP1,2011-09-17,Mallorca,Malaga,0,1,A,0,1,A,6,8,1,4,21,12,4,8,2,1,0,0,23,22,-1,-1,0.0,0.12,-11,4,1
SP1,2011-09-17,Sevilla,Sociedad,1,0,H,0,0,D,15,11,5,1,20,9,8,1,3,2,0,0,30,31,1,1,0.07,0.0,3,3,1
SP1,2011-09-17,Sp Gijon,Valencia,0,1,A,0,1,A,15,11,4,5,13,19,6,6,1,5,0,0,32,34,-1,-1,0.0,0.09,8,-2,1
SP1,2011-09-18,Ath Bilbao,Betis,2,3,A,1,3,A,18,18,9,6,14,19,10,1,3,4,1,1,2,5,-1,-1,0.11,0.17,14,0,5
SP1,2011-09-18,Ath Madrid,Santander,4,0,H,2,0,H,17,4,7,0,17,17,5,4,3,2,0,0,3,29,1,4,0.24,0.0,5,-9,4
SP1,2011-09-18,Getafe,Vallecano,0,1,A,0,1,A,7,9,2,4,20,14,5,8,3,5,0,0,12,36,-1,-1,0.0,0.11,-8,3,1
SP1,2011-09-18,Levante,Real Madrid,1,0,H,0,0,D,11,14,4,3,20,16,3,6,7,3,0,1,21,27,1,1,0.09,0.0,-6,4,1
SP1,2011-09-18,Zaragoza,Espanol,2,1,H,1,0,H,12,14,5,4,23,12,3,4,2,4,0,1,39,11,1,1,0.17,0.07,-8,6,3
SP1,2011-09-20,Osasuna,Sevilla,0,0,D,0,0,D,15,11,8,5,18,15,5,3,3,2,0,0,26,30,0,0,0.0,0.0,2,-1,0
SP1,2011-09-20,Sociedad,Granada,1,0,H,0,0,D,14,15,4,4,16,16,5,4,5,2,0,0,31,15,1,1,0.07,0.0,3,3,1
SP1,2011-09-20,Villarreal,Mallorca,2,0,H,1,0,H,13,9,9,3,9,14,3,2,0,3,0,0,37,23,1,2,0.15,0.0,7,-3,2
SP1,2011-09-21,Ath Madrid,Sp Gijon,4,0,H,1,0,H,19,3,11,1,18,18,11,2,2,4,0,0,3,32,1,4,0.21,0.0,12,-13,4
