Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,HT_Code,AT_Code,Outcome,GoalDifference,HomeShotEfficiency,AwayShotEfficiency,HomePossessionProxy,AwayPossessionProxy,total_goals
SP1,2016-05-03,Villarreal,Las Palmas,0,1,A,0,1,A,13,10,2,3,9,8,6,2,1,2,0,0,37,19,-1,-1,0.0,0.1,10,4,1
SP1,2016-06-03,Betis,Granada,2,0,H,0,0,D,10,10,4,4,9,19,6,4,3,7,1,1,5,15,1,2,0.2,0.0,7,-5,2
SP1,2016-06-03,Eibar,Barcelona,0,4,A,0,2,A,7,9,0,7,18,10,6,2,3,2,0,0,9,4,-1,-4,0.0,0.44,-5,1,4
SP1,2016-06-03,Sociedad,Levante,1,1,D,1,1,D,15,10,3,3,12,16,10,3,3,3,0,0,31,21,0,0,0.07,0.1,13,-3,2
SP1,2016-06-03,Sp Gijon,Ath Bilbao,0,2,A,0,1,A,5,10,1,6,17,14,3,0,1,1,0,1,32,2,-1,-2,0.0,0.2,-9,-4,2
SP1,2016-06-03,Valencia,Ath Madrid,1,3,A,1,1,D,10,21,3,5,13,11,6,7,1,1,1,0,34,3,-1,-2,0.1,0.14,3,17,4
SP1,2016-07-03,Espanol,Vallecano,2,1,H,1,0,H,9,7,8,1,16,15,8,3,3,4,1,0,11,36,1,1,0.22,0.14,1,-5,3
SP1,2016-11-03,Malaga,Sp Gijon,1,0,H,1,0,H,13,9,3,4,8,13,3,4,2,4,0,0,22,32,1,1,0.08,0.0,8,0,1
SP1,2016-12-03,Ath Madrid,La Coruna,3,0,H,1,0,H,15,6,7,2,12,8,10,1,1,1,0,0,3,18,1,3,0.2,0.0,13,-1,3
SP1,2016-12-03,Barcelona,Getafe,6,0,H,4,0,H,16,6,9,1,7,13,5,3,0,3,0,0,4,12,1,6,0.38,0.0,14,-4,6
SP1,2016-12-03,Celta,Sociedad,1,0,H,1,0,H,7,15,1,6,21,9,5,3,3,2,0,0,7,31,1,1,0.14,0.0,-9,9,1
SP1,2016-12-03,Vallecano,Eibar,1,1,D,1,1,D,12,7,3,1,17,18,8,0,5,1,0,1,36,9,0,0,0.08,0.14,3,-11,2
SP1,2016-03-13,Ath Bilbao,Betis,3,1,H,2,0,H,18,3,9,1,12,9,5,6,1,0,0,0,2,5,1,2,0.17,0.33,11,0,4
SP1,2016-03-13,Las Palmas,Real Madrid,1,2,A,0,1,A,15,12,6,4,10,13,6,5,4,3,0,1,19,27,-1,-1,0.07,0.17,11,4,3
SP1,2016-03-13,Levante,Valencia,1,0,H,0,0,D,13,6,6,1,16,16,8,0,2,4,0,0,21,34,1,1,0.08,0.0,5,-10,1
SP1,2016-03-13,Sevilla,Villarreal,4,2,H,1,2,A,14,13,4,6,10,12,5,8,1,1,1,0,30,37,1,2,0.29,0.15,9,9,6
SP1,2016-03-14,Granada,Espanol,1,1,D,1,0,H,8,10,1,2,12,20,2,8,5,3,1,0,15,11,0,0,0.12,0.1,-2,-2,2
SP1,2016-03-18,Getafe,Eibar,1,1,D,1,0,H,8,20,4,6,12,12,3,3,1,2,0,0,12,9,0,0,0.12,0.05,-1,11,2
SP1,2016-03-19,Betis,Malaga,0,1,A,0,0,D,16,13,5,5,15,9,5,7,3,2,0,0,5,22,-1,-1,0.0,0.08,6,11,1
SP1,2016-03-19,Granada,Vallecano,2,2,D,1,1,D,11,22,2,6,8,9,6,12,1,5,1,0,15,36,0,0,0.18,0.09,9,25,4
SP1,2016-03-19,La Coruna,Levante,2,1,H,1,0,H,15,7,6,1,8,12,2,1,2,3,0,0,18,21,1,1,0.13,0.14,9,-4,3
SP1,2016-03-19,Sociedad,Las Palmas,0,1,A,0,1,A,13,12,3,7,16,17,11,5,4,5,0,0,31,19,-1,-1,0.0,0.08,8,0,1
SP1,2016-03-19,Sp Gijon,Ath Madrid,2,1,H,0,1,A,12,4,3,1,14,11,7,2,5,2,0,0,32,3,1,1,0.17,0.25,5,-5,3
SP1,2016-03-20,Espanol,Ath Bilbao,2,1,H,0,1,A,16,14,7,4,7,13,6,2,3,3,0,0,11,2,1,1,0.12,0.07,15,3,3
SP1,2016-03-20,Real Madrid,Sevilla,4,0,H,1,0,H,26,8,12,4,10,9,8,8,2,2,0,0,27,30,1,4,0.15,0.0,24,7,4
SP1,2016-03-20,Valencia,Celta,0,2,A,0,0,D,14,13,4,6,14,14,4,5,1,0,0,0,34,7,-1,-2,0.0,0.15,4,4,2
SP1,2016-03-20,Villarreal,Barcelona,2,2,D,0,2,A,15,15,6,6,17,9,4,4,8,4,0,0,37,4,0,0,0.13,0.13,2,10,4
SP1,2016-01-04,Vallecano,Getafe,2,0,H,1,0,H,16,14,7,3,10,10,9,6,4,5,1,0,36,12,1,2,0.12,0.0,15,10,2
SP1,2016-02-04,Ath Madrid,Betis,5,1,H,2,0,H,19,8,12,5,14,12,5,5,1,3,0,0,3,5,1,4,0.26,0.12,10,1,6
SP1,2016-02-04,Barcelona,Real Madrid,1,2,A,0,0,D,14,14,3,6,17,15,4,3,3,2,0,1,4,27,-1,-1,0.07,0.14,1,2,3
SP1,2016-02-04,Celta,La Coruna,1,1,D,1,1,D,9,7,2,3,15,8,11,0,4,2,0,1,7,18,0,0,0.11,0.14,5,-1,2
SP1,2016-02-04,Las Palmas,Valencia,2,1,H,0,1,A,13,7,6,4,8,17,8,2,2,4,0,0,19,34,1,1,0.15,0.14,13,-8,3
SP1,2016-03-04,Ath Bilbao,Granada,1,1,D,1,0,H,8,9,1,2,16,14,13,1,2,5,0,0,2,15,0,0,0.12,0.11,5,-4,2
SP1,2016-03-04,Eibar,Villarreal,1,2,A,1,1,D,10,8,3,4,15,12,4,3,3,3,0,0,9,37,-1,-1,0.1,0.25,-1,-1,3
SP1,2016-03-04,Malaga,Espanol,1,1,D,1,1,D,11,5,5,1,14,15,5,1,2,4,0,0,22,11,0,0,0.09,0.2,2,-9,2
SP1,2016-03-04,Sevilla,Sociedad,1,2,A,0,2,A,15,9,6,2,22,12,8,3,4,3,0,1,30,31,-1,-1,0.07,0.22,1,0,3
SP1,2016-04-04,Levante,Sp Gijon,0,0,D,0,0,D,16,11,4,1,17,12,4,6,4,4,1,0,21,32,0,0,0.0,0.0,3,5,0
SP1,2016-08-04,Granada,Malaga,0,0,D,0,0,D,9,9,1,2,14,10,5,5,1,3,0,0,15,22,0,0,0.0,0.0,0,4,0
SP1,2016-09-04,Betis,Levante,1,0,H,0,0,D,7,12,2,3,13,18,4,3,4,3,0,0,5,21,1,1,0.14,0.0,-2,-3,1
SP1,2016-09-04,Espanol,Ath Madrid,1,3,A,1,1,D,10,14,3,5,13,14,3,5,2,2,0,0,11,3,-1,-2,0.1,0.21,0,5,4
SP1,2016-09-04,Real Madrid,Eibar,4,0,H,4,0,H,13,9,6,2,9,13,6,7,1,3,0,0,27,9,1,4,0.31,0.0,10,3,4
SP1,2016-09-04,Sociedad,Barcelona,1,0,H,1,0,H,5,13,1,6,14,13,5,9,1,3,0,0,31,4,1,1,0.2,0.0,-4,9,1
SP1,2016-10-04,Ath Bilbao,Vallecano,1,0,H,0,0,D,14,12,7,4,8,14,0,5,1,3,0,0,2,36,1,1,0.07,0.0,6,3,1
SP1,2016-10-04,Sp Gijon,Celta,0,1,A,0,0,D,9,17,2,5,8,11,7,7,2,5,0,0,32,7,-1,-1,0.0,0.06,8,13,1
SP1,2016-10-04,Valencia,Sevilla,2,1,H,1,0,H,23,7,9,4,15,18,10,3,2,2,0,0,34,30,1,1,0.09,0.14,18,-8,3
SP1,2016-10-04,Villarreal,Getafe,2,0,H,1,0,H,13,16,3,3,9,12,8,5,2,2,0,0,37,12,1,2,0.15,0.0,12,9,2
SP1,2016-11-04,La Coruna,Las Palmas,1,3,A,0,0,D,19,13,5,6,8,9,7,4,1,1,0,0,18,19,-1,-2,0.05,0.23,18,8,4
SP1,2016-04-15,Levante,Espanol,2,1,H,1,1,D,12,10,4,2,10,12,4,6,5,0,0,0,21,11,1,1,0.17,0.1,6,4,3
SP1,2016-04-16,Celta,Betis,1,1,D,0,1,A,18,9,5,4,14,18,12,4,4,3,0,0,7,5,0,0,0.06,0.11,16,-5,2
SP1,2016-04-16,Eibar,Sociedad,2,1,H,1,1,D,9,7,4,4,16,11,2,0,3,3,0,0,9,31,1,1,0.22,0.14,-5,-4,3
SP1,2016-04-16,Getafe,Real Madrid,1,5,A,0,2,A,12,21,5,11,10,10,5,6,4,1,0,0,12,27,-1,-4,0.08,0.24,7,17,6
SP1,2016-04-16,Las Palmas,Sp Gijon,1,1,D,1,0,H,10,12,4,2,11,21,3,10,2,5,0,0,19,32,0,0,0.1,0.08,2,1,2
SP1,2016-04-17,Ath Madrid,Granada,3,0,H,1,0,H,8,11,3,0,16,14,4,2,3,5,0,0,3,15,1,3,0.38,0.0,-4,-1,3
SP1,2016-04-17,Barcelona,Valencia,1,2,A,0,2,A,22,7,7,2,12,15,7,2,3,3,0,0,4,34,-1,-1,0.05,0.29,17,-6,3
SP1,2016-04-17,Malaga,Ath Bilbao,0,1,A,0,0,D,17,6,7,3,13,14,8,2,3,5,0,0,22,2,-1,-1,0.0,0.17,12,-6,1
SP1,2016-04-17,Sevilla,La Coruna,1,1,D,1,0,H,12,5,3,4,15,8,10,0,2,2,0,0,30,18,0,0,0.08,0.2,7,-3,2
SP1,2016-04-17,Vallecano,Villarreal,2,1,H,1,1,D,14,6,6,2,14,15,4,3,2,3,0,0,36,37,1,1,0.14,0.17,4,-6,3
SP1,2016-04-19,Betis,Las Palmas,1,0,H,0,0,D,20,3,6,0,14,12,6,3,2,1,0,1,5,19,1,1,0.05,0.0,12,-6,1
SP1,2016-04-19,Espanol,Celta,1,1,D,1,1,D,8,3,3,1,15,13,2,2,1,1,0,0,11,7,0,0,0.12,0.33,-5,-8,2
SP1,2016-04-20,Ath Bilbao,Ath Madrid,0,1,A,0,1,A,12,8,6,2,9,6,6,4,0,0,0,0,2,3,-1,-1,0.0,0.12,9,6,1
SP1,2016-04-20,La Coruna,Barcelona,0,8,A,0,2,A,16,19,5,10,11,8,6,2,1,0,0,0,18,4,-1,-8,0.0,0.42,11,13,8
SP1,2016-04-20,Malaga,Vallecano,1,1,D,0,0,D,12,11,4,4,19,13,7,7,1,3,0,0,22,36,0,0,0.08,0.09,0,5,2
SP1,2016-04-20,Real Madrid,Villarreal,3,0,H,1,0,H,20,5,6,2,9,8,11,1,2,1,0,0,27,37,1,3,0.15,0.0,22,-2,3
SP1,2016-04-20,Sp Gijon,Sevilla,2,1,H,1,1,D,14,18,2,8,7,15,5,7,2,1,0,0,32,30,1,1,0.14,0.06,12,10,3
SP1,2016-04-20,Valencia,Eibar,4,0,H,3,0,H,9,9,6,2,10,6,6,3,1,2,0,0,34,9,1,4,0.44,0.0,5,6,4
SP1,2016-04-21,Granada,Levante,5,1,H,3,0,H,13,15,6,5,16,11,3,4,6,5,0,1,15,21,1,4,0.38,0.07,0,8,6
SP1,2016-04-21,Sociedad,Getafe,1,2,A,1,1,D,14,7,5,3,10,17,8,2,2,4,0,0,31,12,-1,-1,0.07,0.29,12,-8,3
SP1,2016-04-22,Las Palmas,Espanol,4,0,H,1,0,H,14,11,9,5,14,9,5,5,4,4,0,0,19,11,1,4,0.29,0.0,5,7,4
SP1,2016-04-23,Ath Madrid,Malaga,1,0,H,0,0,D,14,7,4,4,6,14,10,4,3,3,0,0,3,22,1,1,0.07,0.0,18,-3,1
SP1,2016-04-23,Barcelona,Sp Gijon,6,0,H,1,0,H,24,5,10,3,11,11,6,1,0,2,0,1,4,32,1,6,0.25,0.0,19,-5,6
SP1,2016-04-23,Eibar,La Coruna,1,1,D,1,0,H,9,9,2,1,14,8,11,7,0,1,0,0,9,18,0,0,0.11,0.11,6,8,2
SP1,2016-04-23,Vallecano,Real Madrid,2,3,A,2,1,H,11,16,6,6,15,9,4,6,6,1,0,0,36,27,-1,-1,0.18,0.19,0,13,5
SP1,2016-04-24,Getafe,Valencia,2,2,D,0,0,D,18,5,11,4,14,12,8,2,4,1,0,0,12,34,0,0,0.11,0.4,12,-5,4
SP1,2016-04-24,Levante,Ath Bilbao,2,2,D,1,0,H,10,19,5,8,13,8,4,9,2,1,0,0,21,2,0,0,0.2,0.11,1,20,4
SP1,2016-04-24,Sevilla,Betis,2,0,H,0,0,D,13,8,3,2,25,13,8,5,5,4,0,0,30,5,1,2,0.15,0.0,-4,0,2
SP1,2016-04-24,Villarreal,Sociedad,0,0,D,0,0,D,8,7,3,2,17,12,3,5,4,1,0,0,37,31,0,0,0.0,0.0,-6,0,0
SP1,2016-04-25,Celta,Granada,2,1,H,1,0,H,15,11,4,3,13,15,4,4,2,2,0,0,7,15,1,1,0.13,0.09,6,0,3
SP1,2016-04-29,Sp Gijon,Eibar,2,0,H,1,0,H,3,12,3,6,16,17,1,5,2,2,0,0,32,9,1,2,0.67,0.0,-12,0,2
SP1,2016-04-30,Ath Madrid,Vallecano,1,0,H,0,0,D,12,13,6,3,14,12,5,7,1,1,0,0,3,36,1,1,0.08,0.0,3,8,1
SP1,2016-04-30,Betis,Barcelona,0,2,A,0,0,D,2,11,1,4,9,11,2,4,3,3,1,0,5,4,-1,-2,0.0,0.18,-5,4,2
SP1,2016-04-30,Granada,Las Palmas,3,2,H,2,2,D,14,12,5,6,11,9,4,3,3,2,0,0,15,19,1,1,0.21,0.17,7,6,5
SP1,2016-04-30,Sociedad,Real Madrid,0,1,A,0,0,D,11,18,4,6,15,17,6,6,4,4,0,0,31,27,-1,-1,0.0,0.06,2,7,1
SP1,2016-01-05,Ath Bilbao,Celta,2,1,H,1,1,D,10,5,2,2,12,19,7,2,1,5,0,1,2,7,1,1,0.2,0.2,5,-12,3
SP1,2016-01-05,Espanol,Sevilla,1,0,H,0,0,D,11,7,7,0,20,15,4,2,3,3,0,0,11,30,1,1,0.09,0.0,-5,-6,1
SP1,2016-01-05,La Coruna,Getafe,0,2,A,0,1,A,15,11,5,5,7,19,8,5,1,6,1,0,18,12,-1,-2,0.0,0.18,16,-3,2
SP1,2016-01-05,Valencia,Villarreal,0,2,A,0,2,A,7,8,1,3,15,11,9,3,0,2,0,0,34,37,-1,-2,0.0,0.25,1,0,2
SP1,2016-02-05,Malaga,Levante,3,1,H,1,1,D,21,11,11,5,18,10,13,7,2,4,0,0,22,21,1,2,0.14,0.09,16,8,4
SP1,2016-08-05,Barcelona,Espanol,5,0,H,1,0,H,13,4,7,1,13,25,8,0,2,7,0,0,4,11,1,5,0.38,0.0,8,-21,5
SP1,2016-08-05,Celta,Malaga,1,0,H,1,0,H,12,13,3,5,11,10,4,3,0,2,0,0,7,22,1,1,0.08,0.0,5,6,1
SP1,2016-08-05,Eibar,Betis,1,1,D,0,1,A,21,6,10,3,15,9,8,2,1,3,0,0,9,5,0,0,0.05,0.17,14,-1,2
SP1,2016-08-05,Getafe,Sp Gijon,1,1,D,0,0,D,19,9,9,3,15,13,7,3,3,1,0,1,12,32,0,0,0.05,0.11,11,-1,2
SP1,2016-08-05,Las Palmas,Ath Bilbao,0,0,D,0,0,D,4,8,2,3,9,18,2,2,1,1,0,0,19,2,0,0,0.0,0.0,-3,-8,0
SP1,2016-08-05,Levante,Ath Madrid,2,1,H,1,1,D,12,17,5,5,8,11,4,5,1,1,0,0,21,3,1,1,0.17,0.06,8,11,3
SP1,2016-08-05,Real Madrid,Valencia,3,2,H,2,0,H,15,17,8,8,10,11,5,8,1,4,0,1,27,34,1,1,0.2,0.12,10,14,5
SP1,2016-08-05,Sevilla,Granada,1,4,A,0,1,A,12,10,6,6,18,11,5,4,4,1,0,0,30,15,-1,-3,0.08,0.4,-1,3,5
SP1,2016-08-05,Sociedad,Vallecano,2,1,H,1,0,H,12,18,6,5,7,12,5,11,2,1,1,0,31,36,1,1,0.17,0.06,10,17,3
SP1,2016-08-05,Villarreal,La Coruna,0,2,A,0,1,A,11,8,4,4,14,4,8,5,3,1,0,0,37,18,-1,-2,0.0,0.25,5,9,2
SP1,2016-05-13,Valencia,Sociedad,0,1,A,0,0,D,8,14,0,7,17,12,4,6,2,2,0,0,34,31,-1,-1,0.0,0.07,-5,8,1
SP1,2016-05-14,Ath Bilbao,Sevilla,3,1,H,2,0,H,13,8,6,4,13,11,7,6,1,2,1,2,2,30,1,2,0.23,0.12,7,3,4
SP1,2016-05-14,Ath Madrid,Celta,2,0,H,0,0,D,12,7,5,4,16,16,4,4,4,5,0,0,3,7,1,2,0.17,0.0,0,-5,2
SP1,2016-05-14,Granada,Barcelona,0,3,A,0,2,A,8,12,2,10,12,10,5,6,5,2,0,0,15,4,-1,-3,0.0,0.25,1,8,3
SP1,2016-05-14,La Coruna,Real Madrid,0,2,A,0,2,A,10,16,2,5,6,9,4,8,1,3,0,0,18,27,-1,-2,0.0,0.12,8,15,2
SP1,2016-05-15,Betis,Getafe,2,1,H,0,0,D,7,14,4,5,8,27,3,2,1,8,0,1,5,12,1,1,0.29,0.07,2,-11,3
SP1,2016-05-15,Espanol,Eibar,4,2,H,2,0,H,11,13,7,8,10,14,3,4,4,3,0,0,11,9,1,2,0.36,0.15,4,3,6
SP1,2016-05-15,Malaga,Las Palmas,4,1,H,2,1,H,14,12,8,7,16,10,3,6,1,1,0,0,22,19,1,3,0.29,0.08,1,8,5
SP1,2016-05-15,Sp Gijon,Villarreal,2,0,H,1,0,H,16,10,7,5,9,6,4,1,1,2,0,0,32,37,1,2,0.12,0.0,11,5,2
SP1,2016-05-15,Vallecano,Levante,3,1,H,2,0,H,21,8,9,2,12,8,9,3,1,3,0,0,36,21,1,2,0.14,0.12,18,3,4
SP1,2016-08-19,La Coruna,Eibar,2,1,H,0,0,D,11,12,6,6,14,17,1,8,3,3,0,0,18,9,1,1,0.18,0.08,-2,3,3
SP1,2016-08-19,Malaga,Osasuna,1,1,D,0,0,D,14,8,4,3,11,22,5,3,2,3,0,0,22,26,0,0,0.07,0.12,8,-11,2
SP1,2016-08-20,Barcelona,Betis,6,2,H,3,1,H,30,6,12,2,17,13,10,2,1,3,0,0,4,5,1,4,0.2,0.33,23,-5,8
SP1,2016-08-20,Granada,Villarreal,1,1,D,0,0,D,7,12,1,3,17,11,7,3,2,3,0,0,15,37,0,0,0.14,0.08,-3,4,2
SP1,2016-08-20,Sevilla,Espanol,6,4,H,3,3,D,16,10,11,7,8,15,8,2,2,2,0,0,30,11,1,2,0.38,0.4,16,-3,10
SP1,2016-08-21,Ath Madrid,Alaves,1,1,D,0,0,D,27,2,6,1,7,15,20,2,0,4,0,0,3,0,0,0,0.04,0.5,40,-11,2
SP1,2016-08-21,Sociedad,Real Madrid,0,3,A,0,2,A,8,18,0,8,22,11,4,7,2,3,0,0,31,27,-1,-3,0.0,0.17,-10,14,3
SP1,2016-08-21,Sp Gijon,Ath Bilbao,2,1,H,0,0,D,12,13,4,4,18,15,2,5,3,3,0,0,32,2,1,1,0.17,0.08,-4,3,3
SP1,2016-08-22,Celta,Leganes,0,1,A,0,0,D,10,15,2,6,5,13,8,4,4,1,0,1,7,20,-1,-1,0.0,0.07,13,6,1
SP1,2016-08-22,Valencia,Las Palmas,2,4,A,2,3,A,17,6,8,4,15,18,12,1,2,2,0,0,34,19,-1,-2,0.12,0.67,14,-11,6
SP1,2016-08-26,Betis,La Coruna,0,0,D,0,0,D,15,12,5,1,20,15,13,2,0,2,0,0,5,18,0,0,0.0,0.0,8,-1,0
SP1,2016-08-26,Espanol,Malaga,2,2,D,1,0,H,7,9,2,3,20,17,3,4,2,4,0,0,11,22,0,0,0.29,0.22,-10,-4,4
SP1,2016-08-27,Eibar,Valencia,1,0,H,0,0,D,13,13,6,3,13,11,6,10,2,2,0,0,9,34,1,1,0.08,0.0,6,12,1
SP1,2016-08-27,Leganes,Ath Madrid,0,0,D,0,0,D,6,10,1,3,19,5,1,8,3,1,0,0,20,3,0,0,0.0,0.0,-12,13,0
SP1,2016-08-27,Osasuna,Sociedad,0,2,A,0,1,A,8,5,3,4,14,14,10,1,2,1,0,0,26,31,-1,-2,0.0,0.4,4,-8,2
SP1,2016-08-27,Real Madrid,Celta,2,1,H,0,0,D,24,8,10,3,8,11,7,2,0,2,0,0,27,7,1,1,0.08,0.12,23,-1,3
SP1,2016-08-28,Alaves,Sp Gijon,0,0,D,0,0,D,13,7,2,1,10,12,4,6,1,1,0,0,0,32,0,0,0.0,0.0,7,1,0
SP1,2016-08-28,Ath Bilbao,Barcelona,0,1,A,0,1,A,9,12,4,3,20,13,4,4,5,4,0,0,2,4,-1,-1,0.0,0.08,-7,3,1
SP1,2016-08-28,Las Palmas,Granada,5,1,H,1,1,D,15,13,10,2,8,16,6,4,5,1,0,0,19,15,1,4,0.33,0.08,13,1,6
SP1,2016-08-28,Villarreal,Sevilla,0,0,D,0,0,D,12,6,5,0,16,12,5,1,1,3,0,0,37,30,0,0,0.0,0.0,1,-5,0
SP1,2016-09-09,Sociedad,Espanol,1,1,D,0,0,D,9,4,3,1,10,10,11,1,2,2,0,1,31,11,0,0,0.11,0.25,10,-5,2
SP1,2016-10-09,Barcelona,Alaves,1,2,A,0,1,A,16,5,2,4,12,12,13,0,1,1,0,0,4,0,-1,-1,0.06,0.4,17,-7,3
SP1,2016-10-09,Celta,Ath Madrid,0,4,A,0,0,D,9,13,1,6,13,12,6,4,1,2,0,0,7,3,-1,-4,0.0,0.31,2,5,4
SP1,2016-10-09,Malaga,Villarreal,0,2,A,0,2,A,15,12,2,6,8,14,9,7,2,1,0,0,22,37,-1,-2,0.0,0.17,16,5,2
SP1,2016-10-09,Real Madrid,Osasuna,5,2,H,3,0,H,25,10,11,3,14,14,6,7,2,2,0,1,27,26,1,3,0.2,0.2,17,3,7
SP1,2016-10-09,Sevilla,Las Palmas,2,1,H,0,1,A,16,7,7,4,15,13,10,1,2,4,0,1,30,19,1,1,0.12,0.14,11,-5,3
SP1,2016-11-09,Granada,Eibar,1,2,A,0,1,A,15,10,5,8,7,8,6,7,2,0,0,1,15,9,-1,-1,0.07,0.2,14,9,3
SP1,2016-11-09,La Coruna,Ath Bilbao,0,1,A,0,1,A,16,7,3,2,15,15,7,6,2,3,0,0,18,2,-1,-1,0.0,0.14,8,-2,1
SP1,2016-11-09,Sp Gijon,Leganes,2,1,H,2,0,H,7,9,4,2,12,16,3,5,0,2,0,0,32,20,1,1,0.29,0.11,-2,-2,3
SP1,2016-11-09,Valencia,Betis,2,3,A,0,1,A,23,12,9,5,15,21,5,5,2,4,1,0,34,5,-1,-1,0.09,0.25,13,-4,5
SP1,2016-09-16,Betis,Granada,2,2,D,1,2,A,23,15,7,8,13,17,7,3,4,3,1,1,5,15,0,0,0.09,0.13,17,1,4
SP1,2016-09-17,Ath Madrid,Sp Gijon,5,0,H,3,0,H,18,10,7,1,14,9,1,4,0,2,0,0,3,32,1,5,0.28,0.0,5,5,5
SP1,2016-09-17,Eibar,Sevilla,1,1,D,0,1,A,10,8,2,4,19,10,4,2,1,1,2,0,9,30,0,0,0.1,0.12,-5,0,2
SP1,2016-09-17,Las Palmas,Malaga,1,0,H,1,0,H,6,10,2,2,11,18,2,2,3,1,0,0,19,22,1,1,0.17,0.0,-3,-6,1
SP1,2016-09-17,Leganes,Barcelona,1,5,A,0,3,A,15,10,6,7,28,7,2,5,4,2,0,0,20,4,-1,-4,0.07,0.5,-11,8,6
SP1,2016-09-18,Ath Bilbao,Valencia,2,1,H,2,1,H,13,10,4,2,19,20,7,1,4,4,0,0,2,34,1,1,0.15,0.1,1,-9,3
SP1,2016-09-18,Espanol,Real Madrid,0,2,A,0,1,A,11,13,2,7,19,8,4,5,4,2,0,0,11,27,-1,-2,0.0,0.15,-4,10,2
SP1,2016-09-18,Osasuna,Celta,0,0,D,0,0,D,9,13,2,5,18,13,3,5,4,1,0,0,26,7,0,0,0.0,0.0,-6,5,0
SP1,2016-09-18,Villarreal,Sociedad,2,1,H,2,1,H,9,15,4,2,13,16,3,6,2,3,0,1,37,31,1,1,0.22,0.07,-1,5,3
SP1,2016-09-19,Alaves,La Coruna,0,0,D,0,0,D,9,16,1,1,16,8,4,5,3,4,0,0,0,18,0,0,0.0,0.0,-3,13,0
SP1,2016-09-20,Malaga,Eibar,2,1,H,1,1,D,14,12,6,3,7,13,7,5,2,4,0,0,22,9,1,1,0.14,0.08,14,4,3
SP1,2016-09-20,Sevilla,Betis,1,0,H,0,0,D,12,8,3,3,24,17,6,2,5,4,0,0,30,5,1,1,0.08,0.0,-6,-7,1
SP1,2016-09-21,Barcelona,Ath Madrid,1,1,D,1,0,H,19,9,7,4,14,17,8,2,2,4,0,0,4,3,0,0,0.05,0.11,13,-6,2
SP1,2016-09-21,Celta,Sp Gijon,2,1,H,0,0,D,16,4,5,1,16,8,8,0,2,3,0,0,7,32,1,1,0.12,0.25,8,-4,3
SP1,2016-09-21,Granada,Ath Bilbao,1,2,A,1,1,D,13,13,2,8,8,9,6,3,1,0,0,0,15,2,-1,-1,0.08,0.15,11,7,3
SP1,2016-09-21,Real Madrid,Villarreal,1,1,D,0,1,A,22,8,6,3,9,9,17,3,4,1,0,0,27,37,0,0,0.05,0.12,30,2,2
SP1,2016-09-21,Sociedad,Las Palmas,4,1,H,3,0,H,17,8,7,3,3,7,7,4,1,2,0,1,31,19,1,3,0.24,0.12,21,5,5
SP1,2016-09-22,La Coruna,Leganes,1,2,A,1,0,H,12,8,5,2,20,18,7,1,0,3,0,0,18,20,-1,-1,0.08,0.25,-1,-9,3
SP1,2016-09-22,Osasuna,Espanol,1,2,A,0,1,A,17,10,11,2,16,14,7,1,2,1,0,0,26,11,-1,-1,0.06,0.2,8,-3,3
SP1,2016-09-22,Valencia,Alaves,2,1,H,1,1,D,12,8,2,1,14,13,7,4,2,3,0,0,34,0,1,1,0.17,0.12,5,-1,3
SP1,2016-09-23,Betis,Malaga,1,0,H,1,0,H,11,16,4,6,20,15,6,5,4,6,0,0,5,22,1,1,0.09,0.0,-3,6,1
SP1,2016-09-24,Ath Bilbao,Sevilla,3,1,H,1,0,H,14,5,7,2,9,9,4,5,2,2,0,1,2,30,1,2,0.21,0.2,9,1,4
SP1,2016-09-24,Eibar,Sociedad,2,0,H,0,0,D,17,3,3,0,15,13,5,3,4,2,0,1,9,31,1,2,0.12,0.0,7,-7,2
SP1,2016-09-24,Las Palmas,Real Madrid,2,2,D,1,1,D,8,27,6,11,7,19,0,5,3,2,0,0,19,27,0,0,0.25,0.07,1,13,4
SP1,2016-09-24,Sp Gijon,Barcelona,0,5,A,0,2,A,10,13,3,7,15,10,4,3,1,0,1,0,32,4,-1,-5,0.0,0.38,-1,6,5
SP1,2016-09-25,Ath Madrid,La Coruna,1,0,H,0,0,D,21,8,5,1,13,19,10,0,1,2,0,1,3,18,1,1,0.05,0.0,18,-11,1
SP1,2016-09-25,Espanol,Celta,0,2,A,0,0,D,10,12,2,4,15,13,4,7,2,3,0,0,11,7,-1,-2,0.0,0.17,-1,6,2
SP1,2016-09-25,Leganes,Valencia,1,2,A,1,1,D,7,10,3,4,19,17,1,5,4,4,0,0,20,34,-1,-1,0.14,0.2,-11,-2,3
SP1,2016-09-25,Villarreal,Osasuna,3,1,H,3,1,H,12,11,5,3,7,16,5,5,0,2,0,0,37,26,1,2,0.25,0.09,10,0,4
SP1,2016-09-26,Alaves,Granada,3,1,H,0,0,D,16,13,6,3,15,19,5,6,3,3,0,0,0,15,1,2,0.19,0.08,6,0,4
SP1,2016-09-30,Sociedad,Betis,1,0,H,0,0,D,16,5,8,2,17,22,4,2,2,3,0,0,31,5,1,1,0.06,0.0,3,-15,1
SP1,2016-01-10,Granada,Leganes,0,1,A,0,0,D,8,9,1,3,13,20,6,4,1,0,0,0,15,20,-1,-1,0.0,0.11,1,-7,1
